"lon","lat"
146.805,-20.0375
147.155,-20.0375
147.355,-20.0375
147.365,-20.0375
144.505,-20.0475
146.385,-20.0475
147.385,-20.0475
144.445,-20.0575
145.395,-20.0575
147.165,-20.0575
148.225,-20.0575
145.095,-20.0675
145.615,-20.0675
146.205,-20.0675
146.605,-20.0675
147.885,-20.0675
145.055,-20.0775
145.505,-20.0775
146.765,-20.0775
146.815,-20.0775
147.995,-20.0775
144.495,-20.0875
146.175,-20.0875
146.425,-20.0875
147.515,-20.0875
145.055,-20.0975
146.475,-20.0975
147.495,-20.0975
145.235,-20.1075
145.555,-20.1075
146.175,-20.1075
145.775,-20.1175
147.495,-20.1175
148.305,-20.1175
148.925,-20.1175
148.045,-20.1275
146.115,-20.1375
147.575,-20.1375
147.905,-20.1375
147.985,-20.1375
148.155,-20.1375
144.615,-20.1475
144.885,-20.1475
144.945,-20.1475
148.195,-20.1475
144.535,-20.1575
145.455,-20.1575
145.465,-20.1575
146.055,-20.1575
147.925,-20.1575
148.095,-20.1575
148.945,-20.1575
148.955,-20.1575
144.455,-20.1675
144.705,-20.1675
145.275,-20.1675
145.775,-20.1675
145.805,-20.1675
146.565,-20.1675
146.865,-20.1675
147.715,-20.1675
148.405,-20.1675
148.535,-20.1675
144.485,-20.1775
145.215,-20.1775
145.605,-20.1775
146.715,-20.1775
145.185,-20.1875
145.205,-20.1875
145.375,-20.1875
147.915,-20.1875
148.525,-20.1875
148.985,-20.1875
144.765,-20.1975
145.115,-20.1975
145.235,-20.1975
145.315,-20.1975
146.885,-20.1975
147.235,-20.1975
147.605,-20.1975
144.495,-20.2075
144.935,-20.2075
145.495,-20.2075
145.595,-20.2075
147.845,-20.2075
148.245,-20.2075
145.305,-20.2175
145.395,-20.2175
145.835,-20.2175
145.955,-20.2175
146.865,-20.2175
147.355,-20.2175
146.435,-20.2275
147.345,-20.2275
148.245,-20.2275
148.645,-20.2275
145.105,-20.2375
145.965,-20.2375
146.265,-20.2375
147.215,-20.2375
148.515,-20.2375
148.575,-20.2375
145.635,-20.2475
146.155,-20.2475
147.775,-20.2475
145.705,-20.2575
146.705,-20.2575
147.645,-20.2575
146.395,-20.2675
147.055,-20.2675
147.685,-20.2675
148.245,-20.2675
148.825,-20.2675
145.255,-20.2775
145.315,-20.2775
146.025,-20.2775
146.045,-20.2775
146.115,-20.2775
147.315,-20.2775
147.715,-20.2775
144.995,-20.2875
146.865,-20.2875
147.025,-20.2875
144.655,-20.2975
144.725,-20.2975
145.345,-20.2975
146.795,-20.2975
146.865,-20.2975
146.965,-20.2975
147.335,-20.2975
145.285,-20.3075
145.465,-20.3075
146.045,-20.3075
146.255,-20.3075
147.385,-20.3075
147.525,-20.3075
147.685,-20.3075
149.005,-20.3075
149.085,-20.3075
144.725,-20.3175
145.095,-20.3175
145.785,-20.3175
146.785,-20.3175
147.975,-20.3175
148.485,-20.3175
145.175,-20.3275
145.235,-20.3375
147.045,-20.3375
147.145,-20.3375
147.535,-20.3375
147.855,-20.3375
147.955,-20.3375
147.975,-20.3375
148.775,-20.3375
144.625,-20.3475
145.065,-20.3475
146.595,-20.3475
147.275,-20.3475
148.785,-20.3475
145.235,-20.3575
145.765,-20.3575
146.435,-20.3575
146.755,-20.3575
147.455,-20.3575
147.555,-20.3575
148.735,-20.3575
146.005,-20.3675
146.595,-20.3675
147.445,-20.3675
148.805,-20.3675
144.635,-20.3775
146.265,-20.3775
147.975,-20.3775
148.085,-20.3775
145.275,-20.3875
145.985,-20.3875
146.105,-20.3875
146.455,-20.3875
146.875,-20.3875
148.025,-20.3875
148.435,-20.3875
144.685,-20.3975
146.145,-20.3975
147.625,-20.3975
145.115,-20.4075
146.095,-20.4075
146.425,-20.4075
146.945,-20.4075
147.715,-20.4075
148.245,-20.4075
148.405,-20.4075
148.455,-20.4075
145.845,-20.4175
146.205,-20.4175
147.545,-20.4175
148.735,-20.4175
144.685,-20.4275
145.095,-20.4275
145.135,-20.4275
146.555,-20.4275
147.655,-20.4275
147.975,-20.4275
148.545,-20.4275
146.285,-20.4375
147.855,-20.4375
146.495,-20.4475
147.915,-20.4475
144.555,-20.4575
145.765,-20.4575
146.925,-20.4575
146.995,-20.4575
146.665,-20.4675
147.515,-20.4675
148.055,-20.4675
144.485,-20.4775
144.955,-20.4775
146.585,-20.4775
146.975,-20.4775
147.145,-20.4775
147.925,-20.4775
148.535,-20.4775
148.625,-20.4775
144.665,-20.4875
144.695,-20.4875
145.175,-20.4875
145.425,-20.4875
145.865,-20.4875
145.995,-20.4875
147.005,-20.4875
148.195,-20.4875
145.955,-20.4975
146.905,-20.4975
147.545,-20.4975
147.985,-20.4975
148.535,-20.4975
148.855,-20.4975
145.085,-20.5075
146.265,-20.5075
147.105,-20.5075
147.545,-20.5075
148.425,-20.5075
148.715,-20.5075
144.955,-20.5175
145.045,-20.5175
145.425,-20.5175
146.025,-20.5175
146.725,-20.5175
147.315,-20.5175
147.725,-20.5175
147.785,-20.5275
144.975,-20.5375
146.545,-20.5375
147.995,-20.5375
148.145,-20.5375
148.645,-20.5375
145.175,-20.5475
145.695,-20.5475
146.535,-20.5475
146.825,-20.5475
147.235,-20.5475
147.655,-20.5475
145.145,-20.5575
145.825,-20.5575
146.235,-20.5575
146.725,-20.5575
147.145,-20.5575
148.315,-20.5575
148.485,-20.5575
144.685,-20.5675
145.475,-20.5675
146.415,-20.5675
144.815,-20.5775
145.705,-20.5775
145.885,-20.5775
146.705,-20.5775
147.155,-20.5775
148.015,-20.5775
148.115,-20.5775
148.475,-20.5775
145.495,-20.5875
145.635,-20.5875
146.385,-20.5875
147.175,-20.5875
148.395,-20.5875
145.195,-20.5975
145.565,-20.5975
146.065,-20.5975
146.645,-20.5975
146.675,-20.5975
146.885,-20.5975
146.955,-20.5975
148.015,-20.5975
148.595,-20.5975
144.855,-20.6075
145.095,-20.6075
145.285,-20.6075
146.565,-20.6075
147.175,-20.6075
144.615,-20.6175
146.195,-20.6175
147.795,-20.6175
144.625,-20.6275
145.125,-20.6275
145.775,-20.6275
146.595,-20.6275
147.355,-20.6275
147.705,-20.6275
147.355,-20.6375
147.905,-20.6375
148.025,-20.6375
144.975,-20.6475
144.985,-20.6475
146.245,-20.6475
146.915,-20.6475
148.025,-20.6475
148.705,-20.6475
145.225,-20.6575
146.585,-20.6575
146.905,-20.6575
144.865,-20.6675
145.045,-20.6675
145.835,-20.6675
146.265,-20.6675
147.005,-20.6675
147.635,-20.6675
148.095,-20.6675
148.365,-20.6675
145.195,-20.6775
145.755,-20.6775
145.915,-20.6775
146.085,-20.6775
145.055,-20.6875
145.425,-20.6875
146.665,-20.6875
146.745,-20.6875
147.785,-20.6875
147.805,-20.6875
144.675,-20.6975
145.475,-20.6975
145.765,-20.6975
147.475,-20.6975
147.585,-20.6975
147.745,-20.6975
144.725,-20.7075
144.765,-20.7075
147.535,-20.7075
147.645,-20.7075
147.955,-20.7075
148.585,-20.7075
144.825,-20.7175
146.005,-20.7175
146.225,-20.7175
146.665,-20.7175
145.595,-20.7275
146.045,-20.7275
146.185,-20.7275
146.315,-20.7275
147.325,-20.7275
147.455,-20.7275
147.995,-20.7275
148.165,-20.7275
144.435,-20.7375
145.565,-20.7375
146.685,-20.7375
147.045,-20.7375
147.815,-20.7375
147.835,-20.7375
144.725,-20.7475
144.985,-20.7475
144.925,-20.7575
145.095,-20.7575
145.455,-20.7575
148.065,-20.7575
148.635,-20.7575
147.065,-20.7675
147.545,-20.7675
147.705,-20.7675
148.655,-20.7675
145.325,-20.7775
145.405,-20.7775
145.505,-20.7775
146.355,-20.7775
147.835,-20.7775
148.245,-20.7775
144.495,-20.7875
145.035,-20.7875
145.125,-20.7875
145.145,-20.7875
146.285,-20.7875
146.705,-20.7875
147.185,-20.7875
147.395,-20.7875
148.375,-20.7875
144.515,-20.7975
144.565,-20.7975
145.185,-20.7975
147.515,-20.7975
147.765,-20.7975
148.775,-20.7975
144.845,-20.8075
145.395,-20.8075
146.075,-20.8075
144.935,-20.8175
146.155,-20.8175
148.705,-20.8175
144.805,-20.8275
145.535,-20.8275
145.805,-20.8275
145.845,-20.8275
146.995,-20.8275
147.715,-20.8275
148.605,-20.8275
145.275,-20.8375
145.445,-20.8375
147.825,-20.8375
148.025,-20.8375
148.795,-20.8375
144.755,-20.8475
145.685,-20.8475
145.815,-20.8475
145.925,-20.8475
147.595,-20.8475
144.495,-20.8575
144.535,-20.8575
145.865,-20.8575
146.105,-20.8575
146.225,-20.8575
146.735,-20.8575
147.285,-20.8575
147.415,-20.8575
147.515,-20.8575
144.615,-20.8675
144.955,-20.8675
145.245,-20.8675
148.455,-20.8675
148.685,-20.8675
144.875,-20.8775
145.885,-20.8775
146.485,-20.8775
147.845,-20.8775
145.175,-20.8875
146.215,-20.8875
147.175,-20.8875
148.035,-20.8875
148.465,-20.8875
145.165,-20.8975
145.355,-20.8975
147.075,-20.8975
147.315,-20.8975
147.865,-20.8975
148.105,-20.8975
145.405,-20.9075
146.135,-20.9075
147.465,-20.9075
148.345,-20.9075
148.415,-20.9075
146.385,-20.9175
147.075,-20.9175
148.335,-20.9175
146.045,-20.9275
146.945,-20.9275
147.765,-20.9275
144.425,-20.9375
145.245,-20.9375
145.855,-20.9375
147.965,-20.9375
148.545,-20.9375
148.955,-20.9375
144.575,-20.9475
145.385,-20.9475
146.165,-20.9475
146.685,-20.9475
147.335,-20.9475
148.275,-20.9475
146.125,-20.9575
146.855,-20.9575
148.355,-20.9575
144.995,-20.9675
146.765,-20.9675
144.705,-20.9775
145.355,-20.9775
145.415,-20.9775
145.795,-20.9775
146.035,-20.9775
146.255,-20.9775
146.755,-20.9775
147.045,-20.9775
147.235,-20.9775
148.055,-20.9775
148.345,-20.9775
148.915,-20.9775
149.065,-20.9775
144.485,-20.9875
145.015,-20.9875
145.475,-20.9875
145.655,-20.9875
147.795,-20.9875
148.285,-20.9875
148.485,-20.9875
148.525,-20.9875
145.385,-20.9975
145.755,-20.9975
145.815,-20.9975
145.995,-20.9975
147.665,-20.9975
145.035,-21.0075
146.895,-21.0075
147.005,-21.0075
145.295,-21.0175
145.395,-21.0175
145.525,-21.0175
146.065,-21.0175
148.195,-21.0175
148.355,-21.0175
145.215,-21.0275
144.595,-21.0375
144.775,-21.0375
145.035,-21.0375
146.435,-21.0375
148.565,-21.0375
149.005,-21.0375
144.435,-21.0475
145.015,-21.0475
145.855,-21.0475
146.065,-21.0475
147.295,-21.0475
147.825,-21.0475
145.285,-21.0575
147.795,-21.0575
147.875,-21.0575
147.965,-21.0575
148.855,-21.0575
148.935,-21.0575
145.785,-21.0675
146.005,-21.0675
146.425,-21.0675
147.185,-21.0675
147.285,-21.0675
147.555,-21.0675
145.665,-21.0875
146.175,-21.0875
147.835,-21.0875
148.985,-21.0875
146.405,-21.0975
147.875,-21.0975
147.885,-21.0975
148.925,-21.0975
149.215,-21.0975
146.895,-21.1075
147.775,-21.1075
144.965,-21.1175
146.405,-21.1175
146.595,-21.1175
146.885,-21.1175
147.825,-21.1175
148.325,-21.1175
148.685,-21.1175
144.605,-21.1275
145.335,-21.1275
145.375,-21.1275
145.555,-21.1275
147.775,-21.1275
147.865,-21.1275
145.415,-21.1375
145.835,-21.1375
146.155,-21.1375
146.335,-21.1375
146.535,-21.1375
147.415,-21.1375
148.375,-21.1375
148.835,-21.1375
148.965,-21.1375
145.565,-21.1475
146.475,-21.1475
146.705,-21.1475
144.475,-21.1575
147.565,-21.1575
144.665,-21.1675
145.315,-21.1675
147.665,-21.1675
145.775,-21.1775
147.365,-21.1775
147.955,-21.1775
148.055,-21.1775
148.385,-21.1775
145.085,-21.1875
145.245,-21.1875
145.875,-21.1875
147.185,-21.1875
148.285,-21.1875
148.595,-21.1875
148.725,-21.1875
144.475,-21.1975
146.255,-21.1975
146.285,-21.1975
144.645,-21.2075
146.025,-21.2075
148.295,-21.2075
148.515,-21.2075
145.645,-21.2175
145.665,-21.2175
146.345,-21.2175
148.695,-21.2175
148.935,-21.2175
144.895,-21.2275
145.355,-21.2275
148.275,-21.2275
148.435,-21.2275
145.095,-21.2375
145.495,-21.2375
146.625,-21.2375
147.935,-21.2375
147.985,-21.2375
145.515,-21.2475
146.405,-21.2475
146.535,-21.2475
146.705,-21.2475
147.005,-21.2475
147.325,-21.2475
146.115,-21.2575
149.075,-21.2575
144.545,-21.2675
144.945,-21.2675
146.135,-21.2675
147.965,-21.2675
148.055,-21.2675
144.735,-21.2775
145.215,-21.2775
145.535,-21.2775
147.495,-21.2775
147.535,-21.2775
144.965,-21.2875
145.585,-21.2875
147.845,-21.2875
147.995,-21.2875
145.605,-21.2975
147.865,-21.2975
148.085,-21.2975
148.715,-21.2975
145.575,-21.3075
146.795,-21.3075
147.225,-21.3075
147.685,-21.3075
147.705,-21.3075
147.735,-21.3075
148.675,-21.3075
148.925,-21.3075
144.835,-21.3175
145.455,-21.3175
145.475,-21.3175
145.775,-21.3175
147.865,-21.3175
148.725,-21.3175
144.705,-21.3275
144.745,-21.3275
144.785,-21.3275
145.465,-21.3275
145.805,-21.3275
146.055,-21.3275
147.045,-21.3275
147.155,-21.3275
147.875,-21.3275
148.495,-21.3275
148.655,-21.3275
148.835,-21.3275
149.685,-21.3275
145.405,-21.3375
