"lon","lat"
143.005,-13.1375
130.695,-13.1575
133.435,-13.1575
133.595,-13.1575
134.715,-13.1775
142.495,-13.1775
130.185,-13.1875
132.275,-13.1875
135.795,-13.1875
132.665,-13.1975
133.395,-13.1975
141.705,-13.1975
143.365,-13.2075
130.095,-13.2175
134.105,-13.2175
133.715,-13.2275
133.455,-13.2375
131.795,-13.2475
133.445,-13.2475
135.435,-13.2475
130.275,-13.2575
132.665,-13.2575
134.325,-13.2575
131.345,-13.2675
132.615,-13.2675
133.305,-13.2675
134.135,-13.2775
135.715,-13.2875
134.425,-13.2975
130.315,-13.3175
141.735,-13.3275
142.925,-13.3275
134.645,-13.3475
134.165,-13.3575
135.345,-13.3575
130.575,-13.3675
130.925,-13.3775
131.125,-13.3875
131.385,-13.3875
135.495,-13.3875
133.215,-13.4075
131.205,-13.4175
131.965,-13.4175
142.435,-13.4175
142.925,-13.4175
134.975,-13.4275
131.685,-13.4375
130.115,-13.4675
130.805,-13.4675
131.785,-13.4875
134.955,-13.4875
143.055,-13.4875
130.465,-13.4975
134.105,-13.4975
134.765,-13.4975
135.375,-13.4975
141.915,-13.4975
132.985,-13.5075
135.065,-13.5075
134.335,-13.5275
131.145,-13.5375
133.825,-13.5375
142.715,-13.5475
142.005,-13.5575
143.265,-13.5575
132.515,-13.5675
135.605,-13.5675
132.695,-13.5875
131.375,-13.5975
134.325,-13.5975
134.805,-13.5975
131.425,-13.6075
134.695,-13.6075
135.405,-13.6175
133.245,-13.6275
142.325,-13.6275
130.085,-13.6375
134.985,-13.6475
135.035,-13.6475
130.465,-13.6575
133.615,-13.6575
134.355,-13.6575
131.895,-13.6675
134.365,-13.6675
131.325,-13.6775
134.875,-13.6975
142.395,-13.7075
135.035,-13.7575
143.535,-13.7675
130.255,-13.7775
134.415,-13.7775
134.915,-13.7775
142.275,-13.7775
142.745,-13.7775
130.845,-13.7875
142.295,-13.7875
142.325,-13.7875
132.095,-13.7975
133.855,-13.7975
134.725,-13.8075
130.875,-13.8175
135.075,-13.8175
142.475,-13.8175
134.975,-13.8275
133.545,-13.8375
133.855,-13.8575
136.675,-13.8575
143.405,-13.8575
143.195,-13.8675
130.185,-13.8775
133.225,-13.8775
131.545,-13.8875
134.175,-13.8975
135.945,-13.8975
141.595,-13.8975
134.865,-13.9075
135.645,-13.9075
131.495,-13.9175
132.885,-13.9175
134.995,-13.9175
136.475,-13.9275
130.405,-13.9375
130.845,-13.9375
131.635,-13.9375
130.605,-13.9475
129.945,-13.9575
134.765,-13.9575
142.705,-13.9575
131.985,-13.9675
130.245,-13.9775
132.065,-13.9775
129.785,-13.9875
133.615,-13.9975
136.465,-13.9975
135.055,-14.0075
132.765,-14.0175
132.865,-14.0175
135.185,-14.0175
143.665,-14.0175
129.895,-14.0275
132.815,-14.0275
135.505,-14.0275
135.675,-14.0275
135.185,-14.0375
135.075,-14.0475
131.155,-14.0575
127.015,-14.0675
130.045,-14.0675
143.355,-14.0675
126.355,-14.0775
136.585,-14.0775
130.675,-14.0875
131.665,-14.0875
133.355,-14.0875
142.215,-14.0875
142.765,-14.0875
133.975,-14.0975
130.895,-14.1075
131.385,-14.1075
132.885,-14.1175
133.335,-14.1175
133.485,-14.1175
134.295,-14.1275
135.805,-14.1275
125.705,-14.1375
127.435,-14.1375
129.595,-14.1375
136.615,-14.1375
126.655,-14.1475
132.435,-14.1475
133.325,-14.1475
135.045,-14.1475
142.915,-14.1475
130.955,-14.1575
126.655,-14.1675
134.335,-14.1975
129.555,-14.2075
132.545,-14.2075
136.525,-14.2075
131.655,-14.2175
132.895,-14.2175
133.375,-14.2175
134.365,-14.2175
132.335,-14.2275
129.415,-14.2375
131.985,-14.2375
132.645,-14.2375
133.315,-14.2375
126.105,-14.2475
135.005,-14.2475
129.655,-14.2575
144.445,-14.2575
131.965,-14.2675
142.305,-14.2675
143.725,-14.2675
126.565,-14.2775
127.085,-14.2775
133.905,-14.2775
142.125,-14.2775
143.285,-14.2775
129.935,-14.2875
130.095,-14.2875
143.185,-14.2875
126.925,-14.2975
136.845,-14.2975
142.345,-14.2975
133.605,-14.3075
133.875,-14.3075
126.095,-14.3175
132.105,-14.3175
135.005,-14.3175
126.105,-14.3275
142.845,-14.3275
143.545,-14.3275
129.785,-14.3375
133.515,-14.3375
133.625,-14.3375
142.605,-14.3475
131.055,-14.3575
131.835,-14.3575
132.355,-14.3575
142.295,-14.3575
126.405,-14.3675
126.725,-14.3675
134.845,-14.3975
143.295,-14.3975
143.465,-14.3975
131.615,-14.4075
131.835,-14.4075
133.865,-14.4075
142.345,-14.4075
143.515,-14.4175
130.555,-14.4275
131.115,-14.4275
141.915,-14.4375
142.975,-14.4375
131.775,-14.4475
126.835,-14.4575
130.505,-14.4575
132.775,-14.4575
126.585,-14.4675
127.585,-14.4675
134.375,-14.4675
141.765,-14.4675
130.945,-14.4775
133.455,-14.4875
130.425,-14.4975
141.535,-14.4975
143.415,-14.4975
127.015,-14.5075
132.325,-14.5075
132.685,-14.5075
130.175,-14.5175
141.645,-14.5175
133.115,-14.5275
126.085,-14.5375
144.265,-14.5375
127.445,-14.5575
125.795,-14.5675
125.915,-14.5675
125.955,-14.5675
126.485,-14.5675
126.785,-14.5675
126.805,-14.5675
131.005,-14.5675
126.625,-14.5775
127.365,-14.5775
129.735,-14.5775
142.075,-14.5775
125.135,-14.5875
126.485,-14.5875
126.635,-14.5875
127.015,-14.5875
131.015,-14.5875
143.255,-14.5875
131.875,-14.5975
134.345,-14.5975
142.755,-14.5975
130.055,-14.6075
131.365,-14.6075
125.725,-14.6175
130.875,-14.6175
131.725,-14.6175
133.155,-14.6175
135.315,-14.6175
141.695,-14.6175
131.325,-14.6375
134.225,-14.6375
134.455,-14.6375
127.305,-14.6475
133.415,-14.6475
125.845,-14.6575
129.935,-14.6575
134.175,-14.6575
141.605,-14.6575
126.975,-14.6675
127.705,-14.6675
127.945,-14.6675
130.315,-14.6675
130.445,-14.6675
132.975,-14.6675
135.475,-14.6675
141.695,-14.6675
144.865,-14.6675
133.305,-14.6775
126.635,-14.6875
133.025,-14.6875
142.295,-14.6875
128.105,-14.6975
141.835,-14.6975
126.055,-14.7075
127.615,-14.7075
127.775,-14.7075
128.085,-14.7075
131.565,-14.7075
132.665,-14.7075
135.005,-14.7075
134.365,-14.7175
135.175,-14.7175
127.975,-14.7275
134.165,-14.7275
127.415,-14.7375
131.915,-14.7375
144.035,-14.7375
127.345,-14.7475
131.045,-14.7475
134.005,-14.7475
126.825,-14.7575
132.825,-14.7575
134.835,-14.7575
127.445,-14.7675
131.625,-14.7775
133.945,-14.7775
134.885,-14.7775
142.425,-14.7775
144.925,-14.7775
126.345,-14.7875
128.555,-14.7875
144.125,-14.7875
129.845,-14.7975
133.785,-14.7975
133.895,-14.7975
134.675,-14.7975
143.295,-14.7975
126.165,-14.8075
130.745,-14.8075
131.675,-14.8075
132.565,-14.8075
130.335,-14.8275
134.675,-14.8275
132.955,-14.8375
143.835,-14.8375
130.575,-14.8475
133.925,-14.8475
144.485,-14.8475
130.755,-14.8575
133.505,-14.8575
133.535,-14.8575
145.025,-14.8575
145.095,-14.8575
127.125,-14.8675
127.815,-14.8675
130.315,-14.8675
130.795,-14.8675
133.095,-14.8675
144.485,-14.8675
125.705,-14.8775
133.015,-14.8775
144.135,-14.8775
144.315,-14.8775
131.005,-14.8875
141.975,-14.8875
142.695,-14.8875
145.055,-14.8875
127.225,-14.8975
127.505,-14.8975
132.885,-14.8975
125.365,-14.9075
127.995,-14.9075
130.165,-14.9075
133.375,-14.9075
144.485,-14.9075
127.115,-14.9175
130.585,-14.9175
130.865,-14.9175
144.775,-14.9175
130.285,-14.9275
132.285,-14.9375
134.055,-14.9375
145.205,-14.9375
129.735,-14.9575
125.365,-14.9675
143.085,-14.9675
131.935,-14.9775
133.625,-14.9775
130.515,-14.9875
132.745,-14.9875
133.155,-14.9875
145.275,-14.9875
133.015,-14.9975
142.265,-14.9975
144.035,-14.9975
126.475,-15.0075
132.475,-15.0075
132.975,-15.0075
144.335,-15.0075
128.835,-15.0175
133.885,-15.0175
134.325,-15.0275
135.435,-15.0275
142.765,-15.0375
127.345,-15.0475
128.785,-15.0475
129.025,-15.0475
130.825,-15.0475
144.925,-15.0475
131.765,-15.0575
142.315,-15.0575
142.835,-15.0575
143.945,-15.0575
130.055,-15.0675
143.695,-15.0675
144.515,-15.0675
132.285,-15.0775
133.585,-15.0775
133.935,-15.0775
135.135,-15.0775
125.785,-15.0875
129.475,-15.0875
143.025,-15.0875
143.975,-15.0875
126.325,-15.0975
131.375,-15.0975
134.315,-15.0975
134.505,-15.0975
144.225,-15.0975
124.905,-15.1075
144.665,-15.1075
128.125,-15.1175
132.175,-15.1175
135.725,-15.1175
143.225,-15.1175
144.155,-15.1175
144.975,-15.1175
126.795,-15.1275
135.565,-15.1275
131.185,-15.1375
132.765,-15.1375
135.335,-15.1375
125.085,-15.1475
132.075,-15.1475
133.355,-15.1475
133.455,-15.1475
142.485,-15.1475
142.565,-15.1475
130.445,-15.1575
135.565,-15.1575
125.525,-15.1675
127.835,-15.1675
129.655,-15.1675
135.595,-15.1675
127.545,-15.1875
141.735,-15.1875
124.985,-15.1975
135.305,-15.1975
144.495,-15.1975
131.695,-15.2075
135.205,-15.2075
141.745,-15.2175
144.235,-15.2175
124.805,-15.2275
126.335,-15.2275
129.425,-15.2475
133.685,-15.2475
143.785,-15.2475
128.205,-15.2575
128.555,-15.2575
130.645,-15.2575
133.155,-15.2575
142.035,-15.2575
142.315,-15.2575
125.345,-15.2675
127.585,-15.2675
129.165,-15.2675
131.895,-15.2675
128.915,-15.2775
128.995,-15.2775
134.935,-15.2775
144.295,-15.2775
145.305,-15.2775
125.015,-15.2875
126.215,-15.2875
134.155,-15.2875
135.375,-15.2875
125.085,-15.2975
129.625,-15.2975
129.745,-15.2975
129.815,-15.2975
131.965,-15.2975
135.455,-15.2975
143.415,-15.2975
144.715,-15.2975
127.435,-15.3075
135.445,-15.3075
135.825,-15.3075
124.365,-15.3175
129.155,-15.3175
129.315,-15.3175
129.625,-15.3175
134.575,-15.3175
141.665,-15.3175
127.215,-15.3275
126.325,-15.3375
131.395,-15.3475
133.725,-15.3475
133.775,-15.3475
135.485,-15.3475
144.425,-15.3475
134.215,-15.3575
144.965,-15.3575
126.235,-15.3675
131.535,-15.3675
142.825,-15.3675
143.595,-15.3675
143.785,-15.3675
128.595,-15.3775
126.645,-15.3875
127.355,-15.3875
143.755,-15.3875
145.215,-15.3875
127.045,-15.3975
130.885,-15.3975
124.865,-15.4075
129.695,-15.4075
135.635,-15.4075
144.545,-15.4075
134.895,-15.4175
133.115,-15.4275
135.065,-15.4275
131.475,-15.4375
134.205,-15.4375
142.935,-15.4375
127.045,-15.4475
132.405,-15.4475
135.345,-15.4475
127.035,-15.4575
129.295,-15.4575
129.385,-15.4575
130.005,-15.4575
130.335,-15.4575
131.395,-15.4575
142.715,-15.4575
134.655,-15.4675
143.075,-15.4675
130.835,-15.4775
134.075,-15.4775
143.975,-15.4775
125.835,-15.4875
133.985,-15.4875
143.285,-15.4875
127.885,-15.4975
130.075,-15.4975
131.425,-15.4975
142.085,-15.4975
145.195,-15.4975
125.625,-15.5075
136.265,-15.5075
143.435,-15.5075
125.245,-15.5175
128.235,-15.5175
131.105,-15.5175
131.935,-15.5175
132.605,-15.5175
136.185,-15.5175
142.235,-15.5175
124.675,-15.5275
125.825,-15.5275
131.825,-15.5275
132.315,-15.5275
132.785,-15.5375
134.255,-15.5375
135.155,-15.5375
129.065,-15.5475
132.265,-15.5475
135.115,-15.5475
125.425,-15.5575
126.845,-15.5575
130.375,-15.5575
134.035,-15.5575
126.015,-15.5675
129.675,-15.5675
141.975,-15.5675
126.235,-15.5775
127.875,-15.5775
132.435,-15.5775
134.395,-15.5775
128.855,-15.5875
128.875,-15.5875
134.555,-15.5875
126.285,-15.5975
127.405,-15.5975
136.535,-15.5975
129.225,-15.6075
142.905,-15.6075
144.515,-15.6075
128.105,-15.6175
129.715,-15.6175
131.935,-15.6175
133.285,-15.6175
133.945,-15.6175
143.885,-15.6175
144.375,-15.6175
124.705,-15.6275
126.755,-15.6275
132.045,-15.6275
134.435,-15.6275
141.765,-15.6275
144.165,-15.6275
144.945,-15.6275
144.995,-15.6275
126.925,-15.6375
137.035,-15.6375
125.025,-15.6475
127.925,-15.6475
132.945,-15.6475
135.075,-15.6475
144.505,-15.6475
127.105,-15.6575
133.625,-15.6575
135.695,-15.6575
135.915,-15.6575
136.005,-15.6575
125.425,-15.6775
125.795,-15.6775
129.985,-15.6775
133.095,-15.6775
141.825,-15.6775
143.615,-15.6775
144.035,-15.6775
127.265,-15.6875
127.335,-15.6875
127.395,-15.6875
130.065,-15.6875
136.425,-15.6875
124.885,-15.6975
130.705,-15.6975
130.765,-15.6975
135.475,-15.6975
132.515,-15.7075
134.505,-15.7075
132.025,-15.7175
133.875,-15.7175
131.635,-15.7275
132.805,-15.7275
141.605,-15.7275
142.675,-15.7275
143.275,-15.7275
144.395,-15.7275
145.325,-15.7275
126.605,-15.7375
128.345,-15.7375
143.385,-15.7375
143.475,-15.7375
125.065,-15.7475
126.085,-15.7475
126.865,-15.7475
129.815,-15.7475
131.085,-15.7475
142.745,-15.7475
144.345,-15.7475
141.745,-15.7575
142.905,-15.7575
142.285,-15.7675
143.505,-15.7675
124.535,-15.7775
134.795,-15.7775
135.505,-15.7775
142.095,-15.7775
144.105,-15.7775
126.795,-15.7875
144.525,-15.7875
124.735,-15.7975
131.085,-15.7975
141.605,-15.7975
125.845,-15.8175
131.225,-15.8175
126.275,-15.8275
128.165,-15.8275
128.325,-15.8275
126.235,-15.8375
141.805,-15.8375
132.675,-15.8475
124.485,-15.8575
125.435,-15.8575
125.575,-15.8575
132.185,-15.8575
142.345,-15.8575
143.245,-15.8575
143.725,-15.8575
124.825,-15.8675
128.955,-15.8675
136.035,-15.8675
142.365,-15.8675
125.215,-15.8775
127.765,-15.8775
128.155,-15.8775
135.105,-15.8775
144.995,-15.8775
129.405,-15.8875
132.175,-15.8875
133.365,-15.8875
133.895,-15.8875
135.025,-15.8875
141.405,-15.8875
142.645,-15.8875
132.175,-15.8975
134.655,-15.8975
130.175,-15.9075
142.315,-15.9075
125.315,-15.9175
130.945,-15.9175
135.995,-15.9175
144.155,-15.9175
125.935,-15.9275
130.085,-15.9275
131.135,-15.9275
137.045,-15.9275
129.905,-15.9375
128.025,-15.9475
135.605,-15.9475
141.835,-15.9475
142.235,-15.9475
132.185,-15.9575
132.215,-15.9575
135.745,-15.9575
142.435,-15.9575
142.815,-15.9575
144.675,-15.9575
141.775,-15.9675
127.105,-15.9775
129.655,-15.9775
134.265,-15.9775
143.905,-15.9775
125.155,-15.9875
132.385,-15.9875
132.395,-15.9875
124.725,-15.9975
127.855,-16.0075
131.385,-16.0075
136.425,-16.0075
141.875,-16.0075
142.915,-16.0075
127.615,-16.0175
131.235,-16.0175
126.985,-16.0275
132.635,-16.0275
145.175,-16.0275
129.185,-16.0375
131.725,-16.0375
134.195,-16.0375
141.745,-16.0375
142.375,-16.0375
125.935,-16.0475
128.795,-16.0475
129.785,-16.0475
134.515,-16.0475
135.705,-16.0475
137.235,-16.0475
124.855,-16.0575
127.235,-16.0575
128.825,-16.0575
132.515,-16.0575
143.305,-16.0575
130.795,-16.0675
131.895,-16.0675
135.845,-16.0675
136.995,-16.0675
126.085,-16.0775
142.065,-16.0775
143.265,-16.0775
131.615,-16.0875
133.005,-16.0875
142.485,-16.0875
145.305,-16.0875
127.405,-16.0975
133.935,-16.0975
133.945,-16.0975
135.135,-16.0975
141.695,-16.0975
144.765,-16.0975
131.425,-16.1075
134.225,-16.1075
135.065,-16.1175
136.115,-16.1175
136.535,-16.1175
137.325,-16.1175
129.385,-16.1275
130.095,-16.1275
133.045,-16.1275
134.995,-16.1275
127.405,-16.1375
128.455,-16.1375
130.165,-16.1375
131.165,-16.1375
142.265,-16.1375
128.805,-16.1475
145.015,-16.1475
145.005,-16.1575
127.425,-16.1675
134.985,-16.1675
142.055,-16.1675
142.125,-16.1675
142.355,-16.1675
125.055,-16.1775
126.905,-16.1775
130.215,-16.1775
143.005,-16.1775
144.505,-16.1775
127.995,-16.1875
136.845,-16.1875
143.115,-16.1875
144.685,-16.1875
134.075,-16.1975
123.655,-16.2075
123.665,-16.2075
126.175,-16.2075
135.945,-16.2075
142.615,-16.2075
125.855,-16.2175
128.125,-16.2175
130.355,-16.2175
134.105,-16.2175
136.035,-16.2175
145.395,-16.2175
126.705,-16.2275
127.155,-16.2275
131.475,-16.2275
136.425,-16.2275
145.425,-16.2275
128.195,-16.2375
131.615,-16.2375
132.735,-16.2375
142.535,-16.2375
145.365,-16.2375
130.105,-16.2475
135.165,-16.2475
143.305,-16.2475
123.755,-16.2575
126.325,-16.2575
128.805,-16.2575
130.065,-16.2575
131.635,-16.2575
143.405,-16.2575
125.415,-16.2675
127.445,-16.2675
131.665,-16.2675
134.115,-16.2675
142.565,-16.2675
134.425,-16.2775
123.615,-16.2875
125.155,-16.2875
133.955,-16.2875
125.955,-16.2975
127.285,-16.2975
127.645,-16.2975
129.275,-16.2975
133.925,-16.2975
143.765,-16.2975
124.745,-16.3075
132.905,-16.3075
137.145,-16.3075
125.205,-16.3175
126.265,-16.3175
129.995,-16.3175
134.615,-16.3175
127.785,-16.3275
129.835,-16.3275
133.805,-16.3275
135.525,-16.3275
124.115,-16.3375
127.975,-16.3375
135.635,-16.3375
125.185,-16.3475
127.385,-16.3475
130.685,-16.3475
127.875,-16.3575
128.965,-16.3575
134.295,-16.3575
136.735,-16.3575
144.325,-16.3675
145.205,-16.3675
132.095,-16.3775
132.845,-16.3775
137.215,-16.3775
142.485,-16.3775
145.215,-16.3775
126.305,-16.3875
127.815,-16.3875
129.805,-16.3875
131.745,-16.3875
132.445,-16.3875
124.865,-16.3975
128.075,-16.3975
131.635,-16.3975
135.535,-16.3975
141.475,-16.3975
142.625,-16.3975
143.905,-16.3975
124.795,-16.4075
142.445,-16.4175
128.365,-16.4275
132.285,-16.4275
133.985,-16.4275
126.035,-16.4375
126.265,-16.4375
131.385,-16.4375
131.925,-16.4375
133.585,-16.4375
135.445,-16.4375
136.885,-16.4375
136.995,-16.4375
126.885,-16.4475
129.455,-16.4475
137.395,-16.4475
141.305,-16.4475
141.455,-16.4475
143.825,-16.4475
124.065,-16.4575
122.895,-16.4675
126.545,-16.4675
132.865,-16.4675
136.865,-16.4675
131.625,-16.4775
136.685,-16.4775
142.685,-16.4775
124.585,-16.4875
126.735,-16.4875
127.045,-16.4875
144.665,-16.4875
129.655,-16.4975
142.115,-16.4975
143.645,-16.4975
125.545,-16.5075
126.685,-16.5075
130.055,-16.5075
131.865,-16.5075
136.465,-16.5075
136.475,-16.5075
142.755,-16.5075
126.675,-16.5175
127.365,-16.5175
132.585,-16.5175
142.475,-16.5175
144.185,-16.5175
130.895,-16.5275
137.585,-16.5275
139.405,-16.5275
129.355,-16.5375
134.315,-16.5375
136.465,-16.5375
132.365,-16.5475
132.815,-16.5475
137.395,-16.5475
139.295,-16.5475
141.655,-16.5475
126.585,-16.5675
128.555,-16.5675
130.405,-16.5675
135.275,-16.5675
136.095,-16.5675
141.605,-16.5675
133.235,-16.5775
124.645,-16.5875
126.645,-16.5875
141.765,-16.5875
124.065,-16.5975
126.565,-16.5975
127.745,-16.6075
128.275,-16.6075
128.645,-16.6075
130.675,-16.6075
134.465,-16.6075
131.025,-16.6175
133.545,-16.6175
133.705,-16.6275
134.285,-16.6375
135.285,-16.6375
137.025,-16.6375
126.705,-16.6475
128.865,-16.6475
134.445,-16.6475
135.245,-16.6475
126.615,-16.6575
132.905,-16.6575
134.395,-16.6575
136.455,-16.6575
137.025,-16.6575
142.735,-16.6575
134.205,-16.6675
136.105,-16.6675
141.755,-16.6675
142.125,-16.6675
143.215,-16.6675
144.685,-16.6675
128.165,-16.6775
130.325,-16.6775
143.025,-16.6775
129.575,-16.6875
138.165,-16.6875
126.875,-16.6975
135.515,-16.6975
135.705,-16.6975
143.385,-16.6975
123.895,-16.7075
125.325,-16.7075
126.765,-16.7075
128.935,-16.7075
134.935,-16.7075
130.525,-16.7175
142.375,-16.7175
124.925,-16.7375
135.895,-16.7375
144.585,-16.7375
124.555,-16.7475
124.665,-16.7475
127.675,-16.7475
128.465,-16.7475
142.465,-16.7475
144.815,-16.7475
134.215,-16.7575
123.975,-16.7675
127.835,-16.7675
128.305,-16.7675
128.555,-16.7675
134.165,-16.7675
124.685,-16.7775
134.205,-16.7775
134.555,-16.7775
134.645,-16.7775
135.245,-16.7775
145.365,-16.7775
137.755,-16.7875
137.835,-16.7875
125.905,-16.7975
126.515,-16.7975
129.095,-16.7975
132.905,-16.7975
136.525,-16.7975
141.425,-16.7975
143.715,-16.7975
145.185,-16.7975
125.775,-16.8075
141.185,-16.8075
143.335,-16.8075
136.925,-16.8175
137.755,-16.8175
133.635,-16.8275
134.885,-16.8275
136.005,-16.8275
136.165,-16.8275
137.255,-16.8275
141.935,-16.8275
144.515,-16.8275
145.705,-16.8275
135.685,-16.8375
143.085,-16.8375
123.755,-16.8475
125.835,-16.8475
129.105,-16.8475
141.585,-16.8475
128.565,-16.8575
131.775,-16.8575
134.195,-16.8575
136.165,-16.8675
137.205,-16.8675
141.185,-16.8675
122.875,-16.8775
131.785,-16.8775
131.805,-16.8775
135.425,-16.8775
142.355,-16.8775
145.205,-16.8775
125.605,-16.8875
127.775,-16.8875
128.555,-16.8875
122.875,-16.8975
125.015,-16.8975
132.255,-16.8975
133.655,-16.8975
136.855,-16.8975
137.455,-16.8975
138.075,-16.8975
141.795,-16.8975
142.355,-16.8975
144.995,-16.8975
122.575,-16.9075
131.755,-16.9075
133.125,-16.9075
135.025,-16.9075
143.335,-16.9075
123.955,-16.9175
133.385,-16.9175
124.355,-16.9275
129.675,-16.9275
129.695,-16.9275
131.685,-16.9275
136.025,-16.9275
137.965,-16.9275
125.265,-16.9375
143.105,-16.9375
144.285,-16.9375
136.765,-16.9475
137.545,-16.9475
141.765,-16.9475
128.935,-16.9575
134.885,-16.9575
144.085,-16.9575
134.595,-16.9675
136.405,-16.9675
138.695,-16.9675
126.385,-16.9775
133.945,-16.9775
131.765,-16.9875
134.325,-16.9875
136.685,-16.9875
142.245,-16.9875
144.935,-16.9875
122.645,-16.9975
126.625,-16.9975
133.765,-16.9975
138.225,-16.9975
123.135,-17.0075
132.235,-17.0075
137.545,-17.0075
142.515,-17.0075
143.485,-17.0075
143.975,-17.0075
122.405,-17.0175
128.585,-17.0175
128.935,-17.0175
127.305,-17.0275
131.745,-17.0275
132.535,-17.0275
144.625,-17.0275
124.745,-17.0375
125.755,-17.0375
137.025,-17.0375
125.535,-17.0475
130.825,-17.0475
136.665,-17.0475
139.055,-17.0475
144.715,-17.0475
145.635,-17.0475
122.675,-17.0575
127.695,-17.0575
128.025,-17.0575
133.775,-17.0575
133.805,-17.0575
134.775,-17.0575
142.255,-17.0575
124.695,-17.0675
144.485,-17.0675
145.265,-17.0675
124.825,-17.0775
127.715,-17.0775
129.805,-17.0775
133.825,-17.0775
128.145,-17.0875
129.335,-17.0875
130.475,-17.0875
131.005,-17.0875
131.395,-17.0875
131.415,-17.0875
132.015,-17.0875
122.375,-17.0975
126.635,-17.0975
131.555,-17.0975
132.425,-17.0975
132.655,-17.0975
144.305,-17.0975
145.665,-17.0975
