lat,lon
-33.098215,151.418875
-32.0969,152.374863
-30.45221,152.885539
-28.138319,153.483648
-26.539103,153.094237
-31.462555,152.922867
-26.382115,152.983635
-24.029781,151.111729
-33.771513,151.113861
-30.289588,153.015914
-33.777462,150.66133
-26.805833,153.132766
-20.297007,148.671009
-34.130907,150.603024
-25.278561,152.766561
-25.278957,152.766962
-26.825145,152.920575
-31.07424,152.25391
-28.967487,151.923626
-26.387815,152.929786
-26.87473,152.884901
-27.2742,152.073
-33.3249,151.365
-28.099032,153.407189
-30.564513,151.004959
-26.36568,152.855598
-27.9917,153.298
-33.774676,150.732328
-34.564288,150.833207
-34.0028,150.72
-35.0764,150.677
-26.691373,152.88955
-30.983346,151.595627
-17.186167,145.447873
-28.7531,153.388
-33.193839,151.582405
-16.870212,145.678961
-31.828933,151.895722
-32.3419,152.448
-33.6901,151.293
-29.2021,152.009
-33.325,151.365
-30.321608,152.895244
-26.4678,152.891
-31.873625,152.439731
-26.737098,152.8185
-26.745429,152.817332
-33.325,151.365
-27.7387,153.176
-26.7276,153.009
-24.5183,151.972
-33.3247,151.365
-25.9718,152.652
-26.1133,152.799
-26.755143,152.800994
-26.456002,152.998847
-34.484152,150.775899
-33.756262,150.623227
-33.3245,151.365
-27.488932,152.915338
-33.3246,151.365
-26.745479,152.817361
-33.0863,151.421
-28.216,153.385
-32.931531,151.676119
-34.856403,150.520251
-30.4813,152.88
-33.804835,150.688767
-33.3646,151.446
-26.910019,152.754707
-33.8174,151.214
-34.49539,150.774962
-32.935008,151.433029
-26.1133,152.799
-33.726037,150.697254
-26.631099,153.02655
-31.5916,152.497
-34.1075,151.06
-29.6,152.8
-26.1187,152.797
-26.4562,152.999
-33.755371,150.623976
-32.332854,151.745422
-26.6089,153.017
-33.3249,151.365
-31.4269,152.846
-28.112345,153.387746
-26.6656,152.866
-17.3334,145.656
-32.9864,151.592
-25.6989,152.625
-33.604369,150.883329
-21.0933,149.167
-34.493756,150.766464
-26.4679,152.891
-24.0035,151.197
-32.894348,151.703246
-34.565166,150.833149
-27.6062,153.227
-26.4568,152.95
-33.325,151.365
-26.7044,153.094
-32.813588,151.451111
-33.739588,151.306449
-26.1136,152.799
-33.3245,151.365
-33.676737,151.183499
-36.6804,149.842
-33.755289,150.623275
-27.488665,152.915465
-33.3245,151.365
-33.3245,151.365
-33.3249,151.365
-27.0304,153.072
-28.058716,153.338203
-33.931412,151.246552
-17.574733,146.082962
-30.388587,152.675975
-33.3245,151.365
-33.147231,151.258256
-30.779404,151.451327
-33.3251,151.365
-33.1937,151.580573
-34.676575,150.803841
-29.7234,151.482
-32.9,151.7
-32.7739,151.362
-26.1136,152.799
-16.9792,145.476
-27.5004,153.248
-30.787369,151.324806
-26.456028,152.998828
-26.1136,152.799
-31.285696,152.813698
-36.246238,147.036384
-33.3248,151.365
-25.972,152.652
-24.4426,151.947
-27.216156,153.00528
-27.72168,152.922701
-28.561004,153.076036
-32.968436,151.656343
-34.80713,150.727268
-26.4563,152.999
-33.813504,151.219119
-32.814117,151.460592
-27.6069,152.716
-33.430796,151.380922
-33.3254,151.365
-30.571394,151.904856
-36.333484,146.83918
-26.6343,152.939
-26.6145,153.004
-33.3247,151.364
-34.4069,150.879
-33.3247,151.365
-33.734903,151.233162
-33.3249,151.365
-34.587,150.79
-26.24828,152.771923
-33.779938,150.956917
-27.637496,152.862267
-32.0359,152.533
-32.760101,152.123214
-33.325,151.365
-25.699,152.625
-28.054255,153.112624
-33.805268,151.300694
-33.072447,151.608747
-34.495523,150.775055
-33.659675,151.093758
-33.425692,150.789361
-29.50538,152.823763
-33.988371,151.243484
-25.6989,152.624
-34.5871,150.79
-26.1135,152.799
-28.158646,153.377792
-26.6747,153.016
-28.630521,153.479682
-28.626373,153.490128
-26.123,152.617
-33.3251,151.365
-33.3249,151.365
-34.094924,150.734382
-33.3245,151.365
-33.325,151.365
-27.721726,152.922074
-26.1135,152.799
-26.4571,152.678
-30.4812,152.879
-27.0302,153.069
-33.5253,150.666
-27.778852,152.777592
-26.1135,152.799
-29.50623,152.824409
-33.3245,151.365
-33.4012,151.463
-27.577683,153.186953
-26.452959,152.868742
-34.0771,151.056
-33.3251,151.365
-35.8234,150.189
-33.755332,150.623423
-27.0304,153.072
-32.7287,151.854
-33.39729,151.377771
-32.766073,151.632137
-34.484678,150.775588
-28.63843,153.57826
-27.529641,152.755376
-29.50628,152.823362
-19.1515,146.848
-33.3251,151.365
-33.3246,151.365
-26.4562,152.999
-33.3247,151.365
-24.8505,152.337
-25.328144,152.852434
-33.756226,150.623329
-16.870285,145.678927
-33.131126,151.359684
-30.1476,153.008
-33.3249,151.365
-27.707865,152.944642
-33.756317,150.623123
-34.029,151.17
-36.333039,146.839206
-25.6729,152.579
-33.526225,150.704848
-33.3247,151.365
-33.3248,151.365
-34.413757,150.817999
-30.475498,151.758897
-33.3245,151.365
-33.325,151.365
-32.874847,151.737766
-33.3247,151.365
-29.2296,152.016
-33.078,151.534
-32.967093,151.715177
-32.986,151.593
-32.0537,152.261
-26.1131,152.799
-27.778858,152.777512
-20.34123,148.951562
-27.721803,152.922027
-16.4291,145.388
-26.3483,152.988
-27.51809,152.933863
-31.0576,152.788
-26.737132,152.818522
-27.943337,153.237416
-33.463953,151.397022
-34.771515,150.76662
-30.2672,153.054
-26.407791,152.989354
-27.340607,152.86951
-26.6091,153.017
-27.0304,153.072
-25.6721,152.579
-25.673,152.578
-28.34,153.565
-16.77838,145.66744
-30.022046,153.192143
-30.474731,152.321907
-33.949135,151.251556
-34.595095,150.850526
-26.0561,152.579
-37.7017,145.213
-33.958677,151.244019
-33.756216,150.623266
-33.837319,151.072985
-34.737474,150.705335
-32.7298,152.138
-33.75531,150.623269
-26.475035,152.960516
-33.3248,151.365
-33.3247,151.365
-30.525513,151.670843
-32.357972,151.78059
-16.4808,145.464
-26.9831,152.798
-26.7043,152.815
-26.4561,152.999
-33.3244,151.365
-36.2968,146.895
-33.3249,151.365
-33.235626,151.470865
-26.8668,152.784
-33.4013,151.462
-28.7268,153.071
-28.545331,153.109834
-33.3247,151.364
-33.3244,151.365
-33.086487,151.42091
-33.8419,151.061
-26.7761,152.88
-33.3248,151.365
-34.1013,150.819
-16.7929,145.689
-33.982014,151.249264
-33.3247,151.365
-33.756235,150.62325
-33.3249,151.365
-33.9637,150.963
-35.6673,150.3
-29.506246,152.824374
-31.205279,152.79144
-26.452907,152.868717
-33.086273,151.42154
-23.0284,150.701
-29.6,152.8
-26.1136,152.799
-31.205104,152.791344
-33.755408,150.623305
-26.4568,152.95
-34.492502,150.769296
-33.3248,151.364
-28.330921,153.537325
-16.85296,145.746829
-33.3247,151.365
-33.61,150.808
-33.6931,151.296
-30.984091,151.59545
-33.0466,151.15
-33.3248,151.365
-16.977,145.753
-27.5112,153.253
-27.460068,153.089819
-32.9618,151.551
-33.430908,151.381232
-28.142,153.336
-27.353416,152.871275
-33.086914,151.420738
-33.430913,151.381409
-29.505318,152.823748
-17.1162,145.773
-17.274979,145.469773
-33.676251,151.177018
-19.42089,146.815052
-33.755127,150.622943
-26.5655,152.935
-21.1728,149.145
-26.43943,152.995754
-33.673997,151.05822
-33.984615,151.249123
-30.476132,151.757906
-33.3249,151.365
-32.357892,151.780531
-19.284708,146.796256
-16.852899,145.746976
-30.9496,152.737
-29.879481,152.019075
-27.943487,153.237969
-33.193735,151.582541
-26.356843,153.051782
-31.7544,152.746
-26.736942,152.81862
-33.257874,151.326888
-33.0453,151.395
-17.718452,146.049393
-19.423446,146.814361
-33.756038,150.623325
-26.3959,153.039
-33.3246,151.365
-28.752023,153.45224
-26.6264,152.863
-27.721917,152.922133
-35.7838,150.227
-26.6267,152.862
-27.9273,153.366
-32.3212,152.482
-34.1814,150.988
-30.647515,151.499048
-33.025482,151.644649
-28.794186,153.370796
-33.3977,151.296
-27.626331,152.75749
-32.9859,151.593
-29.6152,153.019
-33.086975,151.42067
-30.100899,153.162048
-26.40741,152.98975
-28.565428,152.798181
-26.4564,152.999
-33.699141,151.043924
-34.4922,150.823
-29.506308,152.824261
-33.5612,150.918
-28.216,153.385
-26.7131,152.926
-26.631,152.993
-33.733638,151.24396
-33.835,151.063
-19.2501,146.681
-27.212091,153.019336
-33.3245,151.365
-33.695136,151.291492
-28.640307,153.556186
-33.3249,151.365
-33.6678,151.188
-27.3959,152.787
-33.755345,150.623319
-33.3246,151.364
-25.6727,152.579
-33.37285,151.466265
-33.956681,151.245548
-26.909781,152.754188
-33.3245,151.365
-32.1771,152.326
-32.8348,151.7
-30.100948,153.161887
-33.654513,151.069868
-27.529683,152.755407
-33.3251,151.365
-33.325,151.365
-27.529707,152.755513
-33.6345,150.753
-26.478777,153.097281
-28.0323,151.985
-26.1135,152.799
-19.296789,146.779132
-33.3244,151.365
-34.633429,150.654963
-29.4408,153.357
-33.693592,151.213639
-26.459325,152.948265
-34.852295,150.739708
-33.3246,151.365
-28.469762,153.038645
-33.246139,151.454076
-33.087887,151.159959
-26.916127,152.748078
-33.3246,151.365
-33.675507,151.184628
-35.477509,150.335579
-26.344,152.882
-34.879913,150.524514
-33.0379,151.67
-27.487287,153.146743
-26.467636,153.09771
-17.0699,145.372
-33.3249,151.365
-34.346317,150.897007
-33.715365,150.909202
-26.467692,153.09756
-33.284812,151.440453
-33.325,151.365
-31.5943,152.287
-33.8396,151.068
-30.9496,152.737
-33.3248,151.364
-33.3247,151.365
-33.325,151.365
-29.5861,152.781
-35.8281,150.172
-26.4541,153.1
-33.105807,151.405768
-27.2741,152.073
-26.1136,152.799
-30.165949,153.15984
-27.520721,153.143764
-33.397549,151.377755
-33.8787,151.168
-27.557618,152.765251
-33.3246,151.365
-35.8281,150.172
-29.87936,152.019101
-26.788156,153.063142
-28.637783,153.219143
-31.4268,152.845
-33.756118,150.623274
-33.5612,150.918
-33.643219,150.658674
-33.067963,151.11814
-26.737107,152.818382
-28.112366,153.387867
-28.065776,153.389632
-27.367372,152.980671
-26.1135,152.799
-26.463981,152.786732
-16.4799,145.464
-33.018299,151.171461
-33.086884,151.420471
-32.988439,151.661706
-27.6794,152.923
-27.459244,152.992232
-33.430881,151.381458
-19.423425,146.814413
-26.114,152.8
-33.086827,151.421071
-24.519,151.972
-27.488827,152.915459
-26.585312,152.74598
-33.3249,151.365
-33.8113,151.082
-28.8143,153.337
-34.689702,150.611215
-28.0447,153.176
-26.1141,152.8
-26.1136,152.799
-28.148441,153.494803
-33.4118,151.369
-28.6558,153.183
-33.526284,150.704865
-33.673892,151.05891
-33.614504,151.040383
-27.943449,153.237707
-34.672037,150.807278
-19.252106,146.673282
-26.3866,152.855
-33.7832,150.963
-33.3249,151.365
-24.8502,152.337
-28.745307,152.758664
-27.529701,152.755389
-34.025787,151.219323
-32.0557,151.913
-34.4923,150.822
-33.224,151.399
-30.2662,153.135
-26.989341,152.713372
-26.745408,152.817432
-34.695071,150.83646
-20.3239,148.617
-33.3245,151.365
-26.788106,153.063124
-27.72168,152.922066
-29.640411,151.92736
-33.3246,151.365
-33.3248,151.365
-32.956855,151.606196
-30.165866,153.160006
-27.529715,152.755522
-33.3251,151.365
-33.3245,151.365
-33.756205,150.623305
-33.826253,150.926436
-17.0162,145.74
-33.3244,151.365
-26.1133,152.8
-26.1136,152.799
-29.2364,152.013
-33.3249,151.365
-28.8332,151.938
-32.6216,149.596
-33.325,151.365
-33.0919,151.465
-33.325,151.365
-33.3246,151.365
-26.4028,153.088
-27.721756,152.922384
-34.496574,150.776935
-35.7546,150.163
-34.2536,150.945
-26.4562,152.999
-32.954385,151.606335
-34.084595,151.155944
-33.3244,151.365
-32.746457,151.322473
-26.6962,152.909
-28.3723,153.293
-33.877,150.834
-35.477631,150.335439
-29.2363,152.013
-19.252014,146.673077
-33.796366,150.684218
-32.8078,151.444
-24.5179,151.972
-32.178,152.1
-30.2246,152.915
-16.505448,145.383106
-30.100137,153.163037
-33.5453,150.81
-33.421886,151.229477
-16.9084,145.629
-33.965274,151.247772
-33.756207,150.623244
-26.498852,153.007197
-32.900056,151.60778
-33.4013,151.462
-26.4029,153.088
-32.768456,151.579671
-25.6733,152.579
-28.784697,153.575654
-33.98233,151.246871
-33.3395,151.293
-32.7743,151.364
-26.6196,152.859
-33.837913,151.073025
-33.51875,151.37836
-27.1017,153.065
-32.9448,151.481
-26.7125,153.026
-27.529699,152.755468
-27.816498,153.337145
-33.878643,151.168029
-34.1503,150.823
-33.413073,151.432031
-33.3245,151.365
-28.660222,153.588052
-16.810786,145.695411
-17.275201,145.469741
-33.3249,151.365
-26.475166,152.960174
-32.5585,151.552
-26.4563,152.999
-33.755432,150.623371
-27.52946,152.755254
-28.054368,153.112495
-30.222687,152.830649
-26.3168,151.887
-27.6804,152.925
-26.454,153.1
-27.5414,152.965
-29.506102,152.823778
-28.700322,153.081947
-26.745476,152.817361
-33.325,151.365
-27.027235,153.14562
-26.634207,152.898879
-33.832717,151.06883
-29.506156,152.82372
-30.355164,152.739377
-32.396462,151.735624
-32.814339,151.460428
-33.086823,151.420665
-26.1132,152.8
-34.584567,150.847774
-33.5226,150.886
-34.038621,150.676739
-27.6069,152.716
-25.6727,152.579
-33.430936,151.381291
-33.192585,151.581478
-33.0871,151.42
-28.66009,153.58808
-28.3747,153.564
-31.828712,151.895755
-33.4082,151.458
-37.737494,145.266034
-32.7,152.0
-28.4655,153.235
-33.3247,151.365
-37.717602,145.145612
-33.755913,150.616983
-33.755367,150.624003
-30.2825,153.13
-33.4131,151.432044
-35.3313,150.453
-33.3248,151.365
-29.2059,152.008
-33.3249,151.365
-26.630986,153.026225
-33.749421,150.863712
-19.296836,146.77915
-32.935216,151.432964
-33.0869,151.421
-32.7283,151.854
-30.7096,152.902
-32.932286,151.129113
-27.7966,152.961
-18.626902,146.177944
-27.503512,152.956589
-32.9863,151.592
-27.721703,152.92205
-26.454,153.1
-30.1107,153.205
-17.0049,145.45
-25.672,152.579
-30.2325,152.896
-19.374054,146.706379
-34.8939,150.584
-33.3245,151.365
-27.980365,153.185376
-33.910427,151.184434
-24.1964,151.877
-27.52977,152.755316
-33.4014,151.462
-34.485834,150.772354
-26.6741,153.016
-16.5339,145.471
-33.3246,151.365
-34.1478,150.827
-19.1225,146.859
-30.019359,153.19874
-34.967407,150.577685
-33.3247,151.365
-26.1135,152.799
-34.485848,150.772388
-26.659746,152.997856
-26.456002,152.998847
-27.990505,153.293552
-34.495532,150.775098
-33.3249,151.365
-25.6733,152.579
-34.595524,150.85052
-25.6726,152.579
-16.9957,145.426
-30.5095,152.98
-26.1133,152.798
-27.72177,152.922194
-17.5905,146.063
-26.4561,152.999
-35.828,150.173
-19.423452,146.814289
-33.325,151.365
-26.8303,152.953
-30.389061,152.676087
-26.7462,152.995
-33.3246,151.365
-34.493747,150.766441
-33.3246,151.365
-30.123971,152.015126
-27.529651,152.75545
-26.1347,152.867
-31.5788,152.834
-27.6062,153.227
-26.387207,152.845891
-33.878906,151.168199
-33.4013,151.463
-29.0761,153.037
-26.4562,152.999
-19.29647,146.778935
-25.6731,152.579
-33.025529,151.644562
-16.9184,145.733
-27.943558,153.237486
-16.9897,145.412
-26.7051,153.009
-26.8138,153.082
-27.7028,152.965
-16.5624,145.388
-24.8662,152.344
-26.6851,153.05
-34.744642,150.696627
-32.707652,152.063412
-27.6601,152.918
-28.065308,153.163701
-34.495508,150.775084
-33.75526,150.623401
-33.2748,151.405
-33.688695,151.003489
-33.707672,151.177329
-33.3249,151.365
-34.0756,151.056
-27.57798,153.186701
-33.3252,151.365
-33.430816,151.38149
-34.849846,150.717675
-28.68454,153.532635
-33.911133,151.185717
-33.011475,151.718972
-25.6727,152.579
-33.306564,151.526522
-34.484909,150.775411
-26.816926,152.973879
-23.880974,151.210663
-28.7047,153.087
-29.95398,153.010106
-29.747971,151.720873
-26.658923,152.998365
-26.1136,152.799
-34.817186,150.55682
-17.6912,146.113
-34.496082,150.776578
-30.4588,152.899
-32.7761,151.554
-17.0923,145.365
-26.124991,152.649689
-33.3246,151.365
-26.475167,152.960274
-17.1008,145.773
-26.5391,153.094
-25.6727,152.579
-33.325,151.365
-34.484949,150.775402
-33.3251,151.365
-35.7692,150.197
-17.1008,145.773
-27.529514,152.755195
-33.617344,150.928097
-26.671502,152.871492
-26.4562,152.999
-16.870244,145.678961
-32.986,151.593
-33.086843,151.420827
-24.8504,152.337
-33.3248,151.365
-33.348943,151.188529
-27.6676,152.921
-33.325,151.365
-32.861838,151.811479
-33.675543,151.107213
-33.3246,151.365
-25.327942,152.851902
-33.325,151.365
-33.0721,151.463
-26.452877,152.868421
-28.7051,153.088
-34.837779,150.738093
-27.990517,153.293764
-28.48526,153.381374
-33.166381,151.470992
-37.8948,145.414
-33.6947,151.295
-33.398793,151.408249
-28.838109,153.340516
-26.1135,152.799
-28.637771,153.219211
-32.932588,151.128685
-32.936317,151.556741
-32.332841,151.745459
-32.623986,151.291272
-34.801,150.493
-26.686033,153.020983
-26.40837,152.988471
-33.699738,151.043349
-26.1136,152.799
-33.911057,151.18449
-26.5379,152.969
-28.3414,153.371
-33.5806,150.666
-17.0256,145.733
-30.3,152.9
-26.767538,152.943662
-30.314798,151.689789
-27.721786,152.922562
-33.756223,150.623318
-26.76955,152.967316
-33.246133,151.454148
-32.9386,151.489
-34.0521,150.528
-34.689819,150.611259
-27.5174,152.818
-23.0285,150.701
-33.689089,151.003536
-33.3244,151.365
-35.491129,150.348204
-33.397593,151.377719
-25.6989,152.625
-25.6719,152.579
-31.443,152.785
-27.5241,152.988
-28.5279,153.192
-27.5129,153.028
-34.1814,150.988
-27.630827,153.291507
-19.258942,146.784226
-33.3246,151.365
-35.8281,150.173
-27.488581,152.915471
-28.34134,153.371416
-29.1376,153.175
-33.5226,150.885
-33.743317,150.706817
-34.81045,150.633398
-34.6554,150.81
-32.774279,151.291635
-26.4561,152.999
-33.3246,151.365
-25.6671,152.579
-27.3256,152.761
-33.086456,151.420792
-32.768522,151.579711
-26.454,153.1
-34.161129,150.584887
-25.5408,152.667
-26.737132,152.818477
-26.6747,153.016
-27.477676,153.007189
-33.3249,151.365
-33.833748,151.066884
-16.8361,145.519
-33.6187,151.015
-19.2888,146.814
-26.1136,152.799
-33.3248,151.364
-26.496712,153.084974
-26.24869,152.771441
-25.3429,152.805
-32.6714,151.388
-28.713118,152.692677
-27.2495,153.006
-27.6389,153.067
-29.892315,152.69873
-33.3249,151.365
-29.5851,152.78
-26.519017,152.944462
-27.1691,152.99
-26.1136,152.799
-33.614479,151.040411
-28.323991,153.460438
-16.812862,145.717788
-33.755743,150.616651
-33.085856,151.423588
-28.423874,153.349392
-33.3248,151.365
-33.3249,151.365
-30.01,153.181
-26.344,152.882
-27.3525,152.98
-27.919323,153.167732
-33.010696,151.571451
-26.7459,152.994
-28.7058,153.086
-16.9125,145.738
-27.640516,153.238776
-28.3417,153.371
-28.159017,153.37671
-21.105774,148.945312
-32.6042,151.615
-32.0357,151.965
-33.4551,150.994
-33.087483,151.631533
-27.234598,153.016451
-28.406937,153.382658
-33.3248,151.365
-34.5788,150.782
-33.8519,151.1
-16.9962,145.42
-26.1136,152.799
-33.755341,150.623278
-31.441374,152.661204
-33.6977,151.281
-28.4113,152.652
-34.9924,150.61
-33.019935,151.426173
-33.325,151.365
-33.755219,150.623815
-26.4562,152.999
-26.710236,152.981699
-33.3249,151.365
-34.801,150.493
-28.207987,153.442362
-33.7713,151.115
-30.389103,152.67616
-34.493719,150.766444
-27.4982,153.005
-29.505271,152.823766
-32.973658,151.715921
-33.3244,151.365
-33.3249,151.365
-27.6427,153.12
-31.4266,152.845
-34.346821,150.896987
-33.086853,151.420781
-28.065524,153.163679
-33.83804,151.073111
-33.3247,151.365
-26.475144,152.960256
-31.7925,152.315
-16.8806,145.57
-17.3333,145.656
-28.855293,153.391312
-27.529648,152.755416
-33.87921,151.167767
-33.756277,150.623522
-33.430732,151.380904
-33.3251,151.365
-34.739855,150.549905
-34.807617,150.635214
-32.7779,151.549
-33.325,151.365
-27.065375,152.94733
-17.440177,145.45697
-33.3249,151.365
-27.5303,152.974
-27.7979,152.737
-33.3245,151.365
-34.496038,150.77661
-29.95451,152.975793
-26.673064,152.886641
-26.1135,152.799
-29.505287,152.823748
-30.4811,152.88
-17.0164,145.74
-26.4539,153.1
-26.4675,152.891
-28.5401,153.35
-28.3399,153.565
-33.086991,151.420466
-33.3247,151.365
-26.817036,152.973802
-33.044599,151.657171
-27.721863,152.92218
-33.9339,151.241
-33.086692,151.421027
-28.4123,153.437
-32.611023,152.116767
-32.014718,152.188298
-26.463964,152.787239
-32.8734,151.734
-33.3249,151.365
-33.3249,151.365
-33.3249,151.365
-19.423467,146.814289
-26.5655,152.935
-32.902107,151.486887
-34.039612,150.638276
-30.459551,153.005157
-16.870115,145.678788
-26.931702,152.77384
-27.529689,152.755466
-32.2448,151.68
-34.59021,150.863284
-27.529639,152.75525
-33.778,150.861
-26.8326,152.747
-33.3247,151.365
